path,label
data/objonly/04256520_obj/549f6b723e4bcc91e2cded16638068b.obj,sofa
data/objonly/04256520_obj/402ccbc3f5f26c095f8ca2b92d19277.obj,sofa
data/objonly/04256520_obj/65c32eacefa3f4fe2058afcc28d23393.obj,sofa
data/objonly/04256520_obj/2b79edc3da006592395a2b8836b4be75.obj,sofa
data/objonly/04256520_obj/536cae63d37ef32265ba78ad9601cf1b.obj,sofa
data/objonly/04256520_obj/1f438263a82a1b8919fb4103277a6b93.obj,sofa
data/objonly/04256520_obj/3aebadcd37bd3edd8f5ae2c97614087a.obj,sofa
data/objonly/04256520_obj/583ccd71c56aed45f14c803eab703899.obj,sofa
data/objonly/04256520_obj/651270d31b03d1c12f1d01f48e42a6d3.obj,sofa
data/objonly/04256520_obj/68aa553c520fdeada30a92122fc999e9.obj,sofa
data/objonly/04256520_obj/6898a9ca21823570a888124bc30aa1c7.obj,sofa
data/objonly/04256520_obj/2b1f1929a6a5a6517b431cae0dd70ed.obj,sofa
data/objonly/04256520_obj/26caab5f69ebc9693eec26c23f5bc80b.obj,sofa
data/objonly/04256520_obj/2ea00b36ccb8d3baefc579970fcfc006.obj,sofa
data/objonly/04256520_obj/499242b0da957d1e33f2b52ebeafcf18.obj,sofa
data/objonly/04256520_obj/48a44ed3050ad12dd5b24cafb84903c7.obj,sofa
data/objonly/04256520_obj/49b2df85a32176c8e47780c3e225251f.obj,sofa
data/objonly/04256520_obj/3eb9e07793635b30f51f77a6d7299806.obj,sofa
data/objonly/04256520_obj/628f7a321ce4f90fcf01bc59d215f0.obj,sofa
data/objonly/04256520_obj/526b961864b9cb0ca81116f5456ee312.obj,sofa
data/objonly/04256520_obj/2853c28f2690b0a48888e7425bc4b85.obj,sofa
data/objonly/04256520_obj/42eb9cb2f34c1ac81be5c5f8d4f77343.obj,sofa
data/objonly/04256520_obj/5e9a36c61649952f555740dfce3e4a45.obj,sofa
data/objonly/04256520_obj/62d40988172e8c685ff61a3a2a0e2484.obj,sofa
data/objonly/04256520_obj/62e50e8b0d1e3207e047a3592e8436e5.obj,sofa
data/objonly/04256520_obj/5eb9da1ae0ae618f1190e285a2cbc9c.obj,sofa
data/objonly/04256520_obj/54eb2ff4ee8889f65ff59927d484940e.obj,sofa
data/objonly/04256520_obj/3ddf9a51c44970fd5e4b35ff1ea95f37.obj,sofa
data/objonly/04256520_obj/2c16efe54c1368b297f437b37a859ff5.obj,sofa
data/objonly/04256520_obj/366c86849245170262f6790b971792e9.obj,sofa
data/objonly/04256520_obj/4aba95b774b2cc2233ea3991d83e660a.obj,sofa
data/objonly/04256520_obj/398fb143825e597b960f73850432c28a.obj,sofa
data/objonly/04256520_obj/447856e1071e8b83c036a40816608369.obj,sofa
data/objonly/04256520_obj/6226851e0bf7fca877b7247857f4c82f.obj,sofa
data/objonly/04256520_obj/254fe5715b9de05db499b6b5bf6f9f82.obj,sofa
data/objonly/04256520_obj/514d64dec987c01d552ef6186e5d52ac.obj,sofa
data/objonly/04256520_obj/17e3db80502cd515bec7eb09198824ea.obj,sofa
data/objonly/04256520_obj/1a38407b3036795d19fb4103277a6b93.obj,sofa
data/objonly/04256520_obj/17c61068a15115a87c2f226180343d2e.obj,sofa
data/objonly/04256520_obj/125ace480d9f2fd5369e32fb818f337.obj,sofa
data/objonly/04256520_obj/4ac96465d859ecc647826489152a0c30.obj,sofa
data/objonly/04256520_obj/1543a5ea73b6ab10df2fa7eaa812363c.obj,sofa
data/objonly/04256520_obj/1bfb1f52f2200860c3eb4329189b69dd.obj,sofa
data/objonly/04256520_obj/4106b3d95b6dc95caacb7aee27fab780.obj,sofa
data/objonly/04256520_obj/3f1af655a7e3ee57b838ce7eb80b48a.obj,sofa
data/objonly/04256520_obj/1d878962087fbab2350c104b3ba8ddb.obj,sofa
data/objonly/04256520_obj/54baa6e5d9584469b80b68728684f2ff.obj,sofa
data/objonly/04256520_obj/19192524e6ae1e85cdca798c54fdf54a.obj,sofa
data/objonly/04256520_obj/500fdf3d6ffbab95cb57ce1986fa546e.obj,sofa
data/objonly/04256520_obj/656ebb911f3963a81a291b1dd4baf49.obj,sofa
data/objonly/04256520_obj/5aed18ebaa1360229d51a07a5989d077.obj,sofa
data/objonly/04256520_obj/429d58759c85f4750276e25240d21a2.obj,sofa
data/objonly/04256520_obj/23482a90a12a7052bd184e94aa5ce5e4.obj,sofa
data/objonly/04256520_obj/68c58177f6ead1ba9f2349486c570dd4.obj,sofa
data/objonly/04256520_obj/3a693ca4add94bdffe1db2d0679386ff.obj,sofa
data/objonly/04256520_obj/3746c2c38faaec395304a08899f58b0b.obj,sofa
data/objonly/04256520_obj/361b60c0143d91c3593ebeeedbff73b.obj,sofa
data/objonly/04256520_obj/3f8523f11a622d8d6983f351200ac6a.obj,sofa
data/objonly/04256520_obj/1579af0fd3cb306154b2f0044ac86c5f.obj,sofa
data/objonly/04256520_obj/3ce2794845ba4bff5c63d035d2a7c889.obj,sofa
data/objonly/04256520_obj/40cdebefbd3bc2634c7384dbb75cab0d.obj,sofa
data/objonly/04256520_obj/1059a78893d810bb14038d588fd1342f.obj,sofa
data/objonly/04256520_obj/2ccd286e8d5963199201f2703b45dd7.obj,sofa
data/objonly/04256520_obj/5149af0adc1f4a6aa45aa09d68b87656.obj,sofa
data/objonly/04256520_obj/512434114e17c17d4a79bd7fa08bf04f.obj,sofa
data/objonly/04256520_obj/1f28f2ccce4940f2c6fe57159221338c.obj,sofa
data/objonly/04256520_obj/279150abc1b0b0b75369e32fb818f337.obj,sofa
data/objonly/04256520_obj/28f2563c5e757b1c1b7dbdf53d301715.obj,sofa
data/objonly/04256520_obj/2c1ecb41c0f0d2cd07c7bf20dae278a.obj,sofa
data/objonly/04256520_obj/683fbc39025b9b75e71d6290824c2748.obj,sofa
data/objonly/04256520_obj/5ad772a3c728b948d329896bbf26eda9.obj,sofa
data/objonly/04256520_obj/4f5611a5b8b1362e73800789ccff9705.obj,sofa
data/objonly/04256520_obj/4538a9c622fc554dc048a125b47d14c9.obj,sofa
data/objonly/04256520_obj/2c12a9ba6d4d25df8af30108ea9ccb6c.obj,sofa
data/objonly/04256520_obj/4c1ac8bd57beb2a9ce59ea70152320fa.obj,sofa
data/objonly/04256520_obj/4a463efb8baf30e42d19175e7d19b7cb.obj,sofa
data/objonly/04256520_obj/1e678fabd0622a1119fb4103277a6b93.obj,sofa
data/objonly/04256520_obj/6660af5568f1fcea324a6d32f13e7cb6.obj,sofa
data/objonly/04256520_obj/3477f074d38e57821a61e560ab9e3736.obj,sofa
data/objonly/04256520_obj/3b7c1e67ee312cfe1bb088904f7cb154.obj,sofa
data/objonly/04256520_obj/6923a7384068b631d8e0f7676099972b.obj,sofa
data/objonly/04256520_obj/2fc2409aa962c5553ca57f5648ff1b0d.obj,sofa
data/objonly/04256520_obj/3610635cf623f3f8917b96045c9b6dea.obj,sofa
data/objonly/04256520_obj/592fdb44d4bbf0ee490ad276cd2af3a4.obj,sofa
data/objonly/04256520_obj/2f0f7c2f9e3b04a8f251828d7c328331.obj,sofa
data/objonly/04256520_obj/54215008a46fdb714386ad145fa8aba9.obj,sofa
data/objonly/04256520_obj/621dab02dc0ac842e7891ff53b0e70d.obj,sofa
data/objonly/04256520_obj/592e8295672e1419e82c020151d41155.obj,sofa
data/objonly/04256520_obj/615d9c2b37a3616ace8417aef1b7a422.obj,sofa
data/objonly/04256520_obj/43131890e972bb1febad4f49b26ec52.obj,sofa
data/objonly/04256520_obj/22b11483d6a2461814038d588fd1342f.obj,sofa
data/objonly/04256520_obj/630d612af74628053b28ebac0b25d03d.obj,sofa
data/objonly/04256520_obj/15d59eaf24645f501030665054ebb2a9.obj,sofa
data/objonly/04256520_obj/33ab106bfcc881b14b2bf798c0452b7e.obj,sofa
data/objonly/04256520_obj/2b64dbb623899dec7bdbd1926dd38bdb.obj,sofa
data/objonly/04256520_obj/13169bd2b9b02ad44089c2a25bbcbf23.obj,sofa
data/objonly/04256520_obj/2715a63f41552d6c19fb4103277a6b93.obj,sofa
data/objonly/04256520_obj/1037fd31d12178d396f164a988ef37cc.obj,sofa
data/objonly/04256520_obj/4c92e530e76f4ee3febad4f49b26ec52.obj,sofa
data/objonly/04256520_obj/273e8e15b6740e5932a526e2e9a7e9ae.obj,sofa
data/objonly/04256520_obj/45aaa81cb6b7f1585e7dcc6fa9b3c324.obj,sofa
data/objonly/04256520_obj/251fc26346ac1897febad4f49b26ec52.obj,sofa
data/objonly/04256520_obj/25bf067de33706e62bc36def1a7d775b.obj,sofa
data/objonly/04256520_obj/360c1058f401dd27fbc060fd555478.obj,sofa
data/objonly/04256520_obj/33eaa3a6a05575ab14038d588fd1342f.obj,sofa
data/objonly/04256520_obj/43720278eea721d27d18877f45b7c3cc.obj,sofa
data/objonly/04256520_obj/2b49c5bb1f8f8e50febad4f49b26ec52.obj,sofa
data/objonly/04256520_obj/69e983e816774aa01b17743c18fb63dc.obj,sofa
data/objonly/04256520_obj/68712432581f8a855739643afbd8c926.obj,sofa
data/objonly/04256520_obj/40df73dfda0e26ce442b5d6d90d0cc78.obj,sofa
data/objonly/04256520_obj/47da08d9c7cd7e104b3c42e318f3affc.obj,sofa
data/objonly/04256520_obj/34df668babda666f7b0a2c22acd10794.obj,sofa
data/objonly/04256520_obj/6a42a50f5f6d959ec036a40816608369.obj,sofa
data/objonly/04256520_obj/23780fffcd205ae9f1ce854e012143bd.obj,sofa
data/objonly/04256520_obj/487635f7daf9ff48b3bd1e430b6587.obj,sofa
data/objonly/04256520_obj/3a3f425190044bdb2efb565c08a63897.obj,sofa
data/objonly/04256520_obj/2ab2a7cdbd8770318f17764fa642770.obj,sofa
data/objonly/04256520_obj/5b9919f927005de3b867e31860078994.obj,sofa
data/objonly/04256520_obj/1c756525061c4b0b4f3443b22038d340.obj,sofa
data/objonly/04256520_obj/31256698e33ac007dc149927e19d9b07.obj,sofa
data/objonly/04256520_obj/3a99bf8e2a3e5e294b3c42e318f3affc.obj,sofa
data/objonly/04256520_obj/4c0aeda1ff524383ce4f58889c7849e3.obj,sofa
data/objonly/04256520_obj/6262bddcd8bafdac3bec56bff764ba78.obj,sofa
data/objonly/04256520_obj/160887408a65f88f67903707764646db.obj,sofa
data/objonly/04256520_obj/36cf45005b263014917b96045c9b6dea.obj,sofa
data/objonly/04256520_obj/382d5ba8f3f89385debd258f4352e626.obj,sofa
data/objonly/04256520_obj/4954953090ca7442527e7f2c027f7469.obj,sofa
data/objonly/04256520_obj/5fa872fc2e0447fe75fa15ccf4d13b00.obj,sofa
data/objonly/04256520_obj/36f7e8086a8849fd5883ca9b41ac387.obj,sofa
data/objonly/04256520_obj/580e58ca5b0f8dcf490ad276cd2af3a4.obj,sofa
data/objonly/04256520_obj/480cd721e7bbf720b0eeccd21a9bc702.obj,sofa
data/objonly/04256520_obj/41b02faaceadb39560fcec8f64d76ffb.obj,sofa
data/objonly/04256520_obj/277231dcb7261ae4a9fe1734a6086750.obj,sofa
data/objonly/04256520_obj/2814c27c1ac5370a30eeafee78afcff2.obj,sofa
data/objonly/04256520_obj/3637b0d6db204c0414038d588fd1342f.obj,sofa
data/objonly/04256520_obj/4756416d882c569b7acade7eda5e06dd.obj,sofa
data/objonly/04256520_obj/3b37e15f2dfe0bdf55f9a00acc25f137.obj,sofa
data/objonly/04256520_obj/23c4b23f2e74d6232fee6b7db2f5f826.obj,sofa
data/objonly/04256520_obj/4444828846fc38269fbbbda5e1d9195c.obj,sofa
data/objonly/04256520_obj/42dc453547b31f0b71a782a4379556c7.obj,sofa
data/objonly/04256520_obj/58915b74af8f69af5213cec267286d18.obj,sofa
data/objonly/04256520_obj/1ea101b73352ccd9822a33e080d0e71c.obj,sofa
data/objonly/04256520_obj/3c0dd3719baecf3319fb4103277a6b93.obj,sofa
data/objonly/04256520_obj/6a62d0d3c8eeda396ba836372832f055.obj,sofa
data/objonly/04256520_obj/47362cb47416904b76e38b52d9aafc11.obj,sofa
data/objonly/04256520_obj/52687262fd77ba7e4de2cf65d389c763.obj,sofa
data/objonly/04256520_obj/4faad33041ab0f80dd8479d78721b157.obj,sofa
data/objonly/04256520_obj/484259aff803ddd6f51fa0238791f5dc.obj,sofa
data/objonly/04256520_obj/3415f252bd71495649920492438878e5.obj,sofa
data/objonly/04256520_obj/4ad0739a957f27dcad2fb8cd0793fa9a.obj,sofa
data/objonly/04256520_obj/1dab0c0c72f9cd6f593ebeeedbff73b.obj,sofa
data/objonly/04256520_obj/28ce909659a826d1599dcc439b161a52.obj,sofa
data/objonly/04256520_obj/2d3a484f14ec3d4d7b11ae648ea92233.obj,sofa
data/objonly/04256520_obj/5a2da4b824000054d8390ec1728b1e3e.obj,sofa
data/objonly/04256520_obj/5b7b8b094a52794675543092060e57fe.obj,sofa
data/objonly/04256520_obj/35503a69108fd2a790a1391b3fdfda26.obj,sofa
data/objonly/04256520_obj/341ef2d97f0f9091183903d8843a24ef.obj,sofa
data/objonly/04256520_obj/4653af854bf098f2d74aae0eb2ddb027.obj,sofa
data/objonly/04256520_obj/42b13b1ac18724f84b3c42e318f3affc.obj,sofa
data/objonly/04256520_obj/592ad41d80d018a2d614b159c22611b5.obj,sofa
data/objonly/04256520_obj/2082b15a24a55e52cc9651014a82e2b9.obj,sofa
data/objonly/04256520_obj/58cf696abb5d3e7426415728d9c23636.obj,sofa
data/objonly/04256520_obj/577625945f1b83d16296847c9d695b0b.obj,sofa
data/objonly/04256520_obj/1f74a21433c43c784209d14d674fb332.obj,sofa
data/objonly/04256520_obj/3e2cd7495af88fe352e393d25dabbb72.obj,sofa
data/objonly/04256520_obj/25f1d50f80494d624b3c42e318f3affc.obj,sofa
data/objonly/04256520_obj/1c54ad94269d0e786abe5555a3b447d.obj,sofa
data/objonly/04256520_obj/3ffc1c26db51a3ac948a3bd895ea5ecb.obj,sofa
data/objonly/04256520_obj/605b9827489d47a14038d588fd1342f.obj,sofa
data/objonly/04256520_obj/5660a383172900a6593ebeeedbff73b.obj,sofa
data/objonly/04256520_obj/6905206d5f2ac04bd9e0690b0b191.obj,sofa
data/objonly/04256520_obj/54cdb325265e343619fb4103277a6b93.obj,sofa
data/objonly/04256520_obj/324d7108aea113f5b60d98504d0756f4.obj,sofa
data/objonly/04256520_obj/49d6f351e82d186b366971e8a2cdf120.obj,sofa
data/objonly/04256520_obj/39b29bb4fd8140ac9829306a513f9466.obj,sofa
data/objonly/04256520_obj/1896f141f12a0df135836c728d324152.obj,sofa
data/objonly/04256520_obj/1441ae85e34e1564ad33b69f9597739.obj,sofa
data/objonly/04256520_obj/679010d35da8193219fb4103277a6b93.obj,sofa
data/objonly/04256520_obj/1d8716f741424998f29666f384be6c43.obj,sofa
data/objonly/04256520_obj/3b34c3ac871a2d40593ebeeedbff73b.obj,sofa
data/objonly/04256520_obj/691785b64177ec582461aedb84ab8436.obj,sofa
data/objonly/04256520_obj/4353b992d238cff0cda85f6a3e19b0a1.obj,sofa
data/objonly/04256520_obj/4f0d2de3a60f247662d15c83b2279a53.obj,sofa
data/objonly/04256520_obj/5b94025a52c244bfc51d071e487f31b0.obj,sofa
data/objonly/04256520_obj/530fc7ae6a1d6a40e830a5cca365799a.obj,sofa
data/objonly/04256520_obj/15c66bed7e6bdf85160c7765c528fad6.obj,sofa
data/objonly/04256520_obj/58156edc9c54973014038d588fd1342f.obj,sofa
data/objonly/04256520_obj/13534db5278d476d98e0d1738edd4f19.obj,sofa
data/objonly/04256520_obj/51a14c2d62a2963d86234e915108e6a.obj,sofa
data/objonly/04256520_obj/2c7d2bb93b49197cded06cbcf08b2fff.obj,sofa
data/objonly/04256520_obj/4bebf39e3fd794937177a91ecaf96588.obj,sofa
data/objonly/04256520_obj/3af6ec685a6aa14e2f99eeb199d54554.obj,sofa
data/objonly/04256520_obj/572da8680677fe8937b2bb75885cfc44.obj,sofa
data/objonly/04256520_obj/31b21dc34d770ce8dca17035ebddd61e.obj,sofa
data/objonly/04256520_obj/4f2c9a0709eb8cb9202316dd49948ea2.obj,sofa
data/objonly/04256520_obj/4fa6c9c06efa1fe14156f0e87c6858f1.obj,sofa
data/objonly/04256520_obj/3aab3cf29ab92ce7c29432ec481a60b1.obj,sofa
data/objonly/04256520_obj/13d0d8dcb20c0071effcc073d8ec38f6.obj,sofa
data/objonly/04256520_obj/3f79bfdf49c2b654c397356311cbeea4.obj,sofa
data/objonly/04256520_obj/33bfb06af948d3415cab680ae8f530b6.obj,sofa
data/objonly/04256520_obj/337f25da3cdae83bc7660a81296c2300.obj,sofa
data/objonly/04256520_obj/6971254cdae82dccfebad4f49b26ec52.obj,sofa
data/objonly/04256520_obj/33f47039e62a39e5febad4f49b26ec52.obj,sofa
data/objonly/04256520_obj/5b5bd4ca75b788c6ece5b3f5f7505a42.obj,sofa
data/objonly/04256520_obj/42e06113efdedd0fbc19762eaa7ba40f.obj,sofa
data/objonly/04256520_obj/4f5780a3a0466469e5c864cdd2c65afa.obj,sofa
data/objonly/04256520_obj/3a69f7f6729d8d48f51f77a6d7299806.obj,sofa
data/objonly/04256520_obj/64ee5d22281ef431de03ab2a27ba7531.obj,sofa
data/objonly/04256520_obj/63eeb7ea2c7683b3f811db9eaa01354f.obj,sofa
data/objonly/04256520_obj/2b7e704b07fd21febe65001d50394fd9.obj,sofa
data/objonly/04256520_obj/377fceb1500e6452d9651cd1d591d64d.obj,sofa
data/objonly/04256520_obj/6aac93deb58a35f56a3237a661a9fa9.obj,sofa
data/objonly/04256520_obj/4b7f63ec83da1c25c59508b4e3a82241.obj,sofa
data/objonly/04256520_obj/12c6a146bde9f6f5c42c7f2c2bc04572.obj,sofa
data/objonly/04256520_obj/5509f181ac72de8478eec18a8a3356a2.obj,sofa
data/objonly/04256520_obj/2f6f16e5a1d36f3fefc579970fcfc006.obj,sofa
data/objonly/04256520_obj/470dd8c92aa1b9ba593ebeeedbff73b.obj,sofa
data/objonly/04256520_obj/294dbaa0e9afde3a35836c728d324152.obj,sofa
data/objonly/04256520_obj/5c9b1a32f54b12cf81f667e2a25e0619.obj,sofa
data/objonly/04256520_obj/34e48812eaf19420499252a7ccb366fc.obj,sofa
data/objonly/04256520_obj/1cd54be30a2aa4effe3e4e51c69744ad.obj,sofa
data/objonly/04256520_obj/1908750cd67208e0c4f370f57df9b202.obj,sofa
data/objonly/04256520_obj/3a3cc27878713c19676de9b6e111da8b.obj,sofa
data/objonly/04256520_obj/527bc61087456aebbf27ea70a1a65d9b.obj,sofa
data/objonly/04256520_obj/5a99fcbf7ad93010ebc1a7ae7c4c250d.obj,sofa
data/objonly/04256520_obj/337b0e3fb3c00f6e6ff454af1e8947f3.obj,sofa
data/objonly/04256520_obj/107bce22d72f322eedf1bb0b62653056.obj,sofa
data/objonly/04256520_obj/2c7fd96b46b2b5b5efc579970fcfc006.obj,sofa
data/objonly/04256520_obj/5b702274926a8c433be1d0c32f5added.obj,sofa
data/objonly/04256520_obj/5328231a28719ed240a92729068b6b39.obj,sofa
data/objonly/04256520_obj/4180d98246089cf014038d588fd1342f.obj,sofa
data/objonly/04256520_obj/1575354ba1faad67490ad276cd2af3a4.obj,sofa
data/objonly/04256520_obj/63e8ec717a68181fae1162148fdbcc5f.obj,sofa
data/objonly/04256520_obj/302fc57b3d180ea4733824eae5cd9ae.obj,sofa
data/objonly/04256520_obj/695b90883d398e5b15cdaecfa8164583.obj,sofa
data/objonly/04256520_obj/525c959a4a09aea164def4b29bf333db.obj,sofa
data/objonly/04256520_obj/2358a67773472af0826fc8d57346a2e4.obj,sofa
data/objonly/04256520_obj/4fc8fd0b2951d0a0b035d20a1a3ca345.obj,sofa
data/objonly/04256520_obj/222ee8debd39d5fedebd258f4352e626.obj,sofa
data/objonly/04256520_obj/1372c28325f2794046dd596893434005.obj,sofa
data/objonly/04256520_obj/3fdf33059301e1d248fda83c10428379.obj,sofa
data/objonly/04256520_obj/6336e1ec8679ae5c512941e37c7d7dd6.obj,sofa
data/objonly/04256520_obj/2bf095743bd8f21f6f37a8be59c15bbb.obj,sofa
data/objonly/04256520_obj/622552cb1f5670a614038d588fd1342f.obj,sofa
data/objonly/04256520_obj/3a44efd1fd14ea66dfa4ff010b8b9d1c.obj,sofa
data/objonly/04256520_obj/264d40f99914b97e577df49fb73cc67c.obj,sofa
data/objonly/04256520_obj/69eaeff55a5a9c5568d1b9a1d97e2846.obj,sofa
data/objonly/04256520_obj/13990109140043c919fb4103277a6b93.obj,sofa
data/objonly/04256520_obj/159a8e14ee6dde05f7628281ecb18112.obj,sofa
data/objonly/04256520_obj/3425e406f20e69efddfee72cbd7395cd.obj,sofa
data/objonly/04256520_obj/63d67bb924a00203fff16555386d173d.obj,sofa
data/objonly/04256520_obj/664a84b65396e168707aff99601b0e71.obj,sofa
data/objonly/04256520_obj/1fde48d83065ef5877a929f61fea4d0.obj,sofa
data/objonly/04256520_obj/2c2265c2a9f3c886d0250e0e48027a4c.obj,sofa
data/objonly/04256520_obj/1429db0e06466860dfd64b437f0ace42.obj,sofa
data/objonly/04256520_obj/5e8b318948817989a33ae3b0de29197.obj,sofa
data/objonly/04256520_obj/1d6250cafc410fdfe8058cf23f6382c1.obj,sofa
data/objonly/04256520_obj/63b0904e68e5d1c6f51f77a6d7299806.obj,sofa
data/objonly/04256520_obj/36d43bd7a4f90e69e2ca61e91f2755b7.obj,sofa
data/objonly/04256520_obj/25220d902288e352632c9ddc45ef4651.obj,sofa
data/objonly/04256520_obj/629e4382f2d569f366b86624c235daca.obj,sofa
data/objonly/04256520_obj/30e95358ed817addbaa0f6b191f18222.obj,sofa
data/objonly/04256520_obj/144cee9408bcdc3ad062f9c4aeccfad2.obj,sofa
data/objonly/04256520_obj/13f398918a8ae11b17743c18fb63dc.obj,sofa
data/objonly/04256520_obj/36d4a1a290c541aa21d25a6a55757584.obj,sofa
data/objonly/04256520_obj/3f5fdc05fc572730490ad276cd2af3a4.obj,sofa
data/objonly/04256520_obj/29065562beae791be069c558a1f154b2.obj,sofa
data/objonly/04256520_obj/6ab5321efc4b3772492d9da2668ec34c.obj,sofa
data/objonly/04256520_obj/3d95d6237ea6db97afa2904116693357.obj,sofa
data/objonly/04256520_obj/200324d0bafb1c2e19fb4103277a6b93.obj,sofa
data/objonly/04256520_obj/45ff5f465a6a907488e82c4bb71ec6f6.obj,sofa
data/objonly/04256520_obj/56cafcac4df5308d35dda488a4bbb1e1.obj,sofa
data/objonly/04256520_obj/4760fede61ec9babef410cd6a99ddc.obj,sofa
data/objonly/04256520_obj/27f0c4cde547763ab8a40f9116438027.obj,sofa
data/objonly/04256520_obj/5d94769d9581fa85295994a5a65844cf.obj,sofa
data/objonly/04256520_obj/37b3c4bd619d1c6541ec70becd1ecc7e.obj,sofa
data/objonly/04256520_obj/241bf145fb2d14e67ec0186a79b9da3b.obj,sofa
data/objonly/04256520_obj/67386a2dcd3be10b8a09f7075b904cc.obj,sofa
data/objonly/04256520_obj/359e995834270ead614871b18a2b1957.obj,sofa
data/objonly/04256520_obj/2658567ef94749293784599b9f219d55.obj,sofa
data/objonly/04256520_obj/4bdfbfa1871f2ca114038d588fd1342f.obj,sofa
data/objonly/04256520_obj/207c81a9bbdccbb8e8058cf23f6382c1.obj,sofa
data/objonly/04256520_obj/3c389c01263d2eaf2b3e9b6eb52d35df.obj,sofa
data/objonly/04256520_obj/4271d43fd97a7baa591cc7aab9026e54.obj,sofa
data/objonly/04256520_obj/325fcce8c386f813e20babf15421d6de.obj,sofa
data/objonly/04256520_obj/2ebb84f64f8f0f565db77ed1f5c8b93.obj,sofa
data/objonly/04256520_obj/62e90a6ed511a1b2d291861d5bc3e7c8.obj,sofa
data/objonly/04256520_obj/42b297f23638f17e27813b202e608c61.obj,sofa
data/objonly/04256520_obj/157ed8452a7edab161412053ff521f64.obj,sofa
data/objonly/04256520_obj/6580148c3214df2395ca4adb70946a21.obj,sofa
data/objonly/04256520_obj/3c08ae3ae78253bb73800789ccff9705.obj,sofa
data/objonly/04256520_obj/48b67f0f05994da092a31ec18c4e190a.obj,sofa
data/objonly/04256520_obj/56652a99cd43b77744dace04559bf008.obj,sofa
data/objonly/04256520_obj/37e4e81fda1f2c923a2face9eb30ef55.obj,sofa
